id,full_name,gender,governorate,party
543,Candidate 0543,Male,Dhi Qar,People First
544,Candidate 0544,Female,Baghdad,People First
545,Candidate 0545,Male,Sulaymaniyah,Progressive Movement
546,Candidate 0546,Male,Anbar,People First
547,Candidate 0547,Male,Baghdad,People First
548,Candidate 0548,Female,Nineveh,Justice Bloc
549,Candidate 0549,Female,Nineveh,Progressive Movement
550,Candidate 0550,Male,Najaf,Unity Alliance
551,Candidate 0551,Female,Karbala,Unity Alliance
552,Candidate 0552,Male,Baghdad,People First
553,Candidate 0553,Female,Kirkuk,Justice Bloc
554,Candidate 0554,Female,Erbil,Unity Alliance
555,Candidate 0555,Male,Erbil,People First
556,Candidate 0556,Male,Sulaymaniyah,People First
557,Candidate 0557,Male,Sulaymaniyah,Justice Bloc
558,Candidate 0558,Female,Najaf,Justice Bloc
559,Candidate 0559,Female,Nineveh,Justice Bloc
560,Candidate 0560,Female,Sulaymaniyah,Renewal Front
561,Candidate 0561,Female,Basra,Justice Bloc
562,Candidate 0562,Male,Dhi Qar,Renewal Front
563,Candidate 0563,Male,Kirkuk,People First
564,Candidate 0564,Female,Basra,Unity Alliance
565,Candidate 0565,Female,Erbil,People First
566,Candidate 0566,Female,Anbar,Justice Bloc
567,Candidate 0567,Male,Najaf,People First
568,Candidate 0568,Female,Baghdad,People First
569,Candidate 0569,Female,Erbil,Unity Alliance
570,Candidate 0570,Male,Dhi Qar,People First
571,Candidate 0571,Male,Baghdad,Progressive Movement
572,Candidate 0572,Female,Baghdad,Progressive Movement
573,Candidate 0573,Male,Karbala,People First
574,Candidate 0574,Female,Dhi Qar,Renewal Front
575,Candidate 0575,Male,Anbar,Progressive Movement
576,Candidate 0576,Female,Sulaymaniyah,People First
577,Candidate 0577,Female,Basra,Renewal Front
578,Candidate 0578,Male,Kirkuk,People First
579,Candidate 0579,Female,Sulaymaniyah,People First
580,Candidate 0580,Male,Basra,Unity Alliance
581,Candidate 0581,Male,Najaf,Renewal Front
582,Candidate 0582,Female,Kirkuk,Unity Alliance
583,Candidate 0583,Female,Erbil,Justice Bloc
584,Candidate 0584,Male,Anbar,People First
585,Candidate 0585,Female,Karbala,Unity Alliance
586,Candidate 0586,Male,Basra,Justice Bloc
587,Candidate 0587,Male,Najaf,Unity Alliance
588,Candidate 0588,Female,Sulaymaniyah,Unity Alliance
589,Candidate 0589,Female,Erbil,Progressive Movement
590,Candidate 0590,Male,Sulaymaniyah,Renewal Front
591,Candidate 0591,Male,Basra,Progressive Movement
592,Candidate 0592,Male,Karbala,Justice Bloc
593,Candidate 0593,Male,Sulaymaniyah,Renewal Front
594,Candidate 0594,Female,Najaf,Renewal Front
595,Candidate 0595,Male,Anbar,Unity Alliance
596,Candidate 0596,Male,Erbil,Justice Bloc
597,Candidate 0597,Female,Kirkuk,Justice Bloc
598,Candidate 0598,Female,Anbar,Unity Alliance
599,Candidate 0599,Male,Sulaymaniyah,Unity Alliance
600,Candidate 0600,Female,Najaf,Renewal Front
601,Candidate 0601,Female,Nineveh,Renewal Front
602,Candidate 0602,Male,Nineveh,Justice Bloc
603,Candidate 0603,Male,Basra,Renewal Front
604,Candidate 0604,Male,Erbil,Progressive Movement
605,Candidate 0605,Male,Sulaymaniyah,Progressive Movement
606,Candidate 0606,Female,Kirkuk,People First
607,Candidate 0607,Male,Erbil,Progressive Movement
608,Candidate 0608,Female,Nineveh,People First
609,Candidate 0609,Male,Kirkuk,Progressive Movement
610,Candidate 0610,Male,Nineveh,Renewal Front
611,Candidate 0611,Female,Anbar,Unity Alliance
612,Candidate 0612,Male,Basra,Unity Alliance
613,Candidate 0613,Female,Karbala,Renewal Front
614,Candidate 0614,Female,Anbar,Unity Alliance
615,Candidate 0615,Female,Kirkuk,People First
616,Candidate 0616,Female,Najaf,Progressive Movement
617,Candidate 0617,Female,Erbil,Justice Bloc
618,Candidate 0618,Male,Baghdad,Progressive Movement
619,Candidate 0619,Female,Dhi Qar,Justice Bloc
620,Candidate 0620,Female,Karbala,People First
621,Candidate 0621,Male,Sulaymaniyah,People First
622,Candidate 0622,Female,Dhi Qar,Progressive Movement
623,Candidate 0623,Female,Kirkuk,Renewal Front
624,Candidate 0624,Male,Sulaymaniyah,Progressive Movement
625,Candidate 0625,Female,Basra,People First
626,Candidate 0626,Female,Karbala,Progressive Movement
627,Candidate 0627,Male,Baghdad,People First
628,Candidate 0628,Female,Anbar,Justice Bloc
629,Candidate 0629,Male,Nineveh,People First
630,Candidate 0630,Female,Karbala,Progressive Movement
631,Candidate 0631,Female,Kirkuk,Justice Bloc
632,Candidate 0632,Female,Erbil,Justice Bloc
633,Candidate 0633,Male,Basra,Justice Bloc
634,Candidate 0634,Female,Karbala,Progressive Movement
635,Candidate 0635,Female,Baghdad,Unity Alliance
636,Candidate 0636,Female,Najaf,Renewal Front
637,Candidate 0637,Female,Erbil,Renewal Front
638,Candidate 0638,Male,Basra,Justice Bloc
639,Candidate 0639,Male,Erbil,People First
640,Candidate 0640,Female,Sulaymaniyah,Unity Alliance
641,Candidate 0641,Female,Baghdad,Renewal Front
642,Candidate 0642,Male,Sulaymaniyah,Renewal Front
643,Candidate 0643,Female,Basra,Justice Bloc
644,Candidate 0644,Female,Kirkuk,People First
645,Candidate 0645,Male,Nineveh,Unity Alliance
646,Candidate 0646,Female,Sulaymaniyah,People First
647,Candidate 0647,Female,Nineveh,Progressive Movement
648,Candidate 0648,Female,Kirkuk,Unity Alliance
649,Candidate 0649,Male,Baghdad,Progressive Movement
650,Candidate 0650,Female,Najaf,Renewal Front
651,Candidate 0651,Female,Nineveh,Renewal Front
652,Candidate 0652,Male,Sulaymaniyah,Renewal Front
653,Candidate 0653,Female,Nineveh,Justice Bloc
654,Candidate 0654,Female,Anbar,People First
655,Candidate 0655,Female,Anbar,People First
656,Candidate 0656,Female,Baghdad,People First
657,Candidate 0657,Female,Basra,Justice Bloc
658,Candidate 0658,Female,Baghdad,Renewal Front
659,Candidate 0659,Female,Erbil,Renewal Front
660,Candidate 0660,Male,Baghdad,Renewal Front
661,Candidate 0661,Female,Nineveh,Renewal Front
662,Candidate 0662,Female,Nineveh,Progressive Movement
663,Candidate 0663,Male,Anbar,Unity Alliance
664,Candidate 0664,Male,Baghdad,Justice Bloc
665,Candidate 0665,Female,Dhi Qar,Progressive Movement
666,Candidate 0666,Female,Karbala,Justice Bloc
667,Candidate 0667,Female,Baghdad,Progressive Movement
668,Candidate 0668,Male,Kirkuk,People First
669,Candidate 0669,Female,Kirkuk,Justice Bloc
670,Candidate 0670,Female,Nineveh,Justice Bloc
671,Candidate 0671,Female,Kirkuk,People First
672,Candidate 0672,Female,Anbar,Justice Bloc
673,Candidate 0673,Male,Karbala,People First
674,Candidate 0674,Female,Karbala,People First
675,Candidate 0675,Female,Karbala,Justice Bloc
676,Candidate 0676,Female,Najaf,People First
677,Candidate 0677,Female,Erbil,Unity Alliance
678,Candidate 0678,Female,Dhi Qar,People First
679,Candidate 0679,Male,Erbil,Unity Alliance
680,Candidate 0680,Female,Basra,People First
681,Candidate 0681,Female,Erbil,Justice Bloc
682,Candidate 0682,Male,Karbala,Renewal Front
683,Candidate 0683,Female,Kirkuk,People First
684,Candidate 0684,Male,Basra,Renewal Front
685,Candidate 0685,Male,Karbala,Unity Alliance
686,Candidate 0686,Male,Karbala,Unity Alliance
687,Candidate 0687,Male,Dhi Qar,People First
688,Candidate 0688,Female,Basra,Progressive Movement
689,Candidate 0689,Male,Kirkuk,Progressive Movement
690,Candidate 0690,Female,Najaf,Justice Bloc
691,Candidate 0691,Male,Erbil,People First
692,Candidate 0692,Female,Baghdad,Unity Alliance
693,Candidate 0693,Male,Kirkuk,Unity Alliance
694,Candidate 0694,Male,Dhi Qar,Progressive Movement
695,Candidate 0695,Male,Dhi Qar,Justice Bloc
696,Candidate 0696,Male,Erbil,Unity Alliance
697,Candidate 0697,Male,Erbil,Renewal Front
698,Candidate 0698,Male,Sulaymaniyah,People First
699,Candidate 0699,Female,Kirkuk,Renewal Front
700,Candidate 0700,Female,Nineveh,Renewal Front
701,Candidate 0701,Female,Erbil,Progressive Movement
702,Candidate 0702,Male,Sulaymaniyah,Progressive Movement
703,Candidate 0703,Female,Erbil,Progressive Movement
704,Candidate 0704,Male,Sulaymaniyah,People First
705,Candidate 0705,Male,Nineveh,Renewal Front
706,Candidate 0706,Female,Dhi Qar,Renewal Front
707,Candidate 0707,Female,Basra,Justice Bloc
708,Candidate 0708,Male,Nineveh,Progressive Movement
709,Candidate 0709,Female,Sulaymaniyah,Progressive Movement
710,Candidate 0710,Male,Erbil,Justice Bloc
711,Candidate 0711,Male,Najaf,People First
712,Candidate 0712,Female,Erbil,Renewal Front
713,Candidate 0713,Male,Erbil,People First
714,Candidate 0714,Male,Baghdad,Unity Alliance
715,Candidate 0715,Female,Erbil,Progressive Movement
716,Candidate 0716,Female,Kirkuk,People First
717,Candidate 0717,Male,Erbil,People First
718,Candidate 0718,Male,Karbala,Progressive Movement
719,Candidate 0719,Female,Nineveh,Justice Bloc
720,Candidate 0720,Female,Dhi Qar,Renewal Front
721,Candidate 0721,Female,Kirkuk,Progressive Movement
722,Candidate 0722,Male,Anbar,Unity Alliance
723,Candidate 0723,Female,Kirkuk,People First
724,Candidate 0724,Male,Anbar,Unity Alliance
725,Candidate 0725,Male,Kirkuk,Renewal Front
726,Candidate 0726,Male,Anbar,Renewal Front
727,Candidate 0727,Male,Nineveh,People First
728,Candidate 0728,Female,Basra,Progressive Movement
729,Candidate 0729,Female,Basra,Renewal Front
730,Candidate 0730,Female,Baghdad,Justice Bloc
731,Candidate 0731,Male,Kirkuk,Justice Bloc
732,Candidate 0732,Female,Anbar,Unity Alliance
733,Candidate 0733,Female,Erbil,Unity Alliance
734,Candidate 0734,Female,Erbil,Unity Alliance
735,Candidate 0735,Male,Anbar,Unity Alliance
736,Candidate 0736,Male,Dhi Qar,People First
737,Candidate 0737,Male,Kirkuk,Unity Alliance
738,Candidate 0738,Male,Najaf,Unity Alliance
739,Candidate 0739,Female,Dhi Qar,Progressive Movement
740,Candidate 0740,Male,Dhi Qar,People First
741,Candidate 0741,Female,Najaf,Justice Bloc
742,Candidate 0742,Female,Basra,Renewal Front
743,Candidate 0743,Male,Sulaymaniyah,Unity Alliance
744,Candidate 0744,Male,Kirkuk,Justice Bloc
745,Candidate 0745,Male,Karbala,Unity Alliance
746,Candidate 0746,Male,Erbil,Justice Bloc
747,Candidate 0747,Female,Kirkuk,Justice Bloc
748,Candidate 0748,Male,Karbala,Justice Bloc
749,Candidate 0749,Female,Nineveh,People First
750,Candidate 0750,Male,Basra,Unity Alliance
751,Candidate 0751,Female,Anbar,Unity Alliance
752,Candidate 0752,Male,Karbala,Unity Alliance
753,Candidate 0753,Male,Anbar,Unity Alliance
754,Candidate 0754,Female,Anbar,Unity Alliance
755,Candidate 0755,Male,Baghdad,Justice Bloc
756,Candidate 0756,Female,Karbala,Renewal Front
757,Candidate 0757,Male,Baghdad,Progressive Movement
758,Candidate 0758,Female,Karbala,Renewal Front
759,Candidate 0759,Female,Anbar,Renewal Front
760,Candidate 0760,Female,Karbala,People First
761,Candidate 0761,Male,Kirkuk,Progressive Movement
762,Candidate 0762,Female,Erbil,People First
763,Candidate 0763,Male,Kirkuk,Renewal Front
764,Candidate 0764,Male,Dhi Qar,Renewal Front
765,Candidate 0765,Female,Baghdad,People First
766,Candidate 0766,Female,Kirkuk,People First
767,Candidate 0767,Female,Dhi Qar,Progressive Movement
768,Candidate 0768,Female,Dhi Qar,Progressive Movement
769,Candidate 0769,Female,Karbala,Progressive Movement
770,Candidate 0770,Female,Nineveh,Justice Bloc
771,Candidate 0771,Male,Kirkuk,Justice Bloc
772,Candidate 0772,Female,Kirkuk,Renewal Front
773,Candidate 0773,Male,Dhi Qar,Progressive Movement
774,Candidate 0774,Female,Karbala,People First
775,Candidate 0775,Male,Najaf,People First
776,Candidate 0776,Male,Kirkuk,Progressive Movement
777,Candidate 0777,Male,Erbil,Justice Bloc
778,Candidate 0778,Male,Basra,Progressive Movement
779,Candidate 0779,Male,Najaf,Progressive Movement
780,Candidate 0780,Female,Erbil,Unity Alliance
781,Candidate 0781,Male,Karbala,Unity Alliance
782,Candidate 0782,Female,Karbala,Renewal Front
783,Candidate 0783,Male,Dhi Qar,Progressive Movement
784,Candidate 0784,Female,Erbil,Justice Bloc
785,Candidate 0785,Female,Kirkuk,People First
786,Candidate 0786,Female,Erbil,People First
787,Candidate 0787,Female,Najaf,Unity Alliance
788,Candidate 0788,Female,Sulaymaniyah,Progressive Movement
789,Candidate 0789,Female,Sulaymaniyah,Justice Bloc
790,Candidate 0790,Male,Anbar,Progressive Movement
791,Candidate 0791,Male,Baghdad,People First
792,Candidate 0792,Female,Erbil,Progressive Movement
793,Candidate 0793,Male,Sulaymaniyah,Progressive Movement
794,Candidate 0794,Female,Anbar,Progressive Movement
795,Candidate 0795,Female,Kirkuk,People First
796,Candidate 0796,Female,Najaf,Justice Bloc
797,Candidate 0797,Female,Nineveh,People First
798,Candidate 0798,Male,Nineveh,Renewal Front
799,Candidate 0799,Female,Nineveh,Renewal Front
800,Candidate 0800,Male,Kirkuk,Unity Alliance
801,Candidate 0801,Male,Baghdad,Unity Alliance
802,Candidate 0802,Female,Nineveh,Progressive Movement
803,Candidate 0803,Male,Nineveh,Unity Alliance
804,Candidate 0804,Male,Kirkuk,Justice Bloc
805,Candidate 0805,Female,Baghdad,Renewal Front
806,Candidate 0806,Female,Najaf,Unity Alliance
807,Candidate 0807,Male,Kirkuk,Renewal Front
808,Candidate 0808,Female,Baghdad,Unity Alliance
809,Candidate 0809,Female,Kirkuk,People First
810,Candidate 0810,Male,Kirkuk,Justice Bloc
811,Candidate 0811,Male,Basra,Unity Alliance
812,Candidate 0812,Male,Karbala,Progressive Movement
813,Candidate 0813,Female,Sulaymaniyah,People First
814,Candidate 0814,Female,Basra,People First
815,Candidate 0815,Female,Najaf,Renewal Front
816,Candidate 0816,Male,Karbala,People First
817,Candidate 0817,Male,Baghdad,Unity Alliance
818,Candidate 0818,Female,Dhi Qar,Justice Bloc
819,Candidate 0819,Female,Baghdad,Unity Alliance
820,Candidate 0820,Male,Basra,Justice Bloc
821,Candidate 0821,Female,Sulaymaniyah,Renewal Front
822,Candidate 0822,Male,Kirkuk,Unity Alliance
823,Candidate 0823,Male,Karbala,Renewal Front
824,Candidate 0824,Female,Erbil,Unity Alliance
825,Candidate 0825,Male,Erbil,Renewal Front
826,Candidate 0826,Male,Nineveh,People First
827,Candidate 0827,Male,Karbala,Renewal Front
828,Candidate 0828,Male,Dhi Qar,Unity Alliance
829,Candidate 0829,Female,Nineveh,Renewal Front
830,Candidate 0830,Male,Anbar,Justice Bloc
831,Candidate 0831,Female,Dhi Qar,Progressive Movement
832,Candidate 0832,Male,Kirkuk,People First
833,Candidate 0833,Male,Basra,Justice Bloc
834,Candidate 0834,Male,Basra,People First
835,Candidate 0835,Female,Sulaymaniyah,Unity Alliance
836,Candidate 0836,Female,Najaf,Justice Bloc
837,Candidate 0837,Male,Sulaymaniyah,Renewal Front
838,Candidate 0838,Female,Dhi Qar,Progressive Movement
839,Candidate 0839,Female,Basra,Renewal Front
840,Candidate 0840,Female,Karbala,Unity Alliance
841,Candidate 0841,Male,Erbil,Progressive Movement
842,Candidate 0842,Female,Nineveh,Justice Bloc
843,Candidate 0843,Female,Sulaymaniyah,Unity Alliance
844,Candidate 0844,Male,Baghdad,People First
845,Candidate 0845,Female,Sulaymaniyah,People First
846,Candidate 0846,Male,Nineveh,Unity Alliance
847,Candidate 0847,Male,Dhi Qar,Justice Bloc
848,Candidate 0848,Female,Basra,Unity Alliance
849,Candidate 0849,Male,Sulaymaniyah,Renewal Front
850,Candidate 0850,Male,Anbar,Renewal Front
851,Candidate 0851,Female,Dhi Qar,Unity Alliance
852,Candidate 0852,Female,Dhi Qar,Justice Bloc
853,Candidate 0853,Male,Kirkuk,Progressive Movement
854,Candidate 0854,Male,Dhi Qar,Progressive Movement
855,Candidate 0855,Male,Erbil,People First
856,Candidate 0856,Female,Najaf,Progressive Movement
857,Candidate 0857,Male,Nineveh,Justice Bloc
858,Candidate 0858,Female,Dhi Qar,People First
859,Candidate 0859,Female,Basra,People First
860,Candidate 0860,Female,Karbala,Justice Bloc
861,Candidate 0861,Male,Najaf,Unity Alliance
862,Candidate 0862,Male,Erbil,Unity Alliance
863,Candidate 0863,Female,Sulaymaniyah,Renewal Front
864,Candidate 0864,Female,Sulaymaniyah,Justice Bloc
865,Candidate 0865,Female,Dhi Qar,Renewal Front
866,Candidate 0866,Male,Erbil,People First
867,Candidate 0867,Male,Najaf,People First
868,Candidate 0868,Male,Dhi Qar,People First
869,Candidate 0869,Female,Najaf,Renewal Front
870,Candidate 0870,Male,Sulaymaniyah,Justice Bloc
871,Candidate 0871,Female,Dhi Qar,People First
872,Candidate 0872,Male,Anbar,Progressive Movement
873,Candidate 0873,Male,Kirkuk,Unity Alliance
874,Candidate 0874,Female,Karbala,Justice Bloc
875,Candidate 0875,Female,Basra,Justice Bloc
876,Candidate 0876,Female,Nineveh,People First
877,Candidate 0877,Male,Erbil,Progressive Movement
878,Candidate 0878,Female,Dhi Qar,Unity Alliance
879,Candidate 0879,Female,Anbar,Justice Bloc
880,Candidate 0880,Female,Kirkuk,Renewal Front
881,Candidate 0881,Female,Kirkuk,Unity Alliance
882,Candidate 0882,Female,Kirkuk,Renewal Front
883,Candidate 0883,Male,Basra,Progressive Movement
884,Candidate 0884,Female,Nineveh,Renewal Front
885,Candidate 0885,Male,Anbar,Justice Bloc
886,Candidate 0886,Female,Dhi Qar,Unity Alliance
887,Candidate 0887,Male,Basra,People First
888,Candidate 0888,Male,Kirkuk,Renewal Front
889,Candidate 0889,Male,Najaf,People First
890,Candidate 0890,Female,Najaf,Renewal Front
891,Candidate 0891,Male,Sulaymaniyah,Unity Alliance
892,Candidate 0892,Female,Basra,People First
893,Candidate 0893,Female,Basra,Unity Alliance
894,Candidate 0894,Male,Sulaymaniyah,People First
895,Candidate 0895,Female,Najaf,Progressive Movement
896,Candidate 0896,Female,Sulaymaniyah,Justice Bloc
897,Candidate 0897,Male,Najaf,Justice Bloc
898,Candidate 0898,Female,Basra,People First
899,Candidate 0899,Male,Basra,Unity Alliance
900,Candidate 0900,Female,Basra,Progressive Movement
901,Candidate 0901,Male,Kirkuk,Progressive Movement
902,Candidate 0902,Male,Sulaymaniyah,Renewal Front
903,Candidate 0903,Female,Najaf,Progressive Movement
904,Candidate 0904,Female,Nineveh,Progressive Movement
905,Candidate 0905,Female,Dhi Qar,Unity Alliance
906,Candidate 0906,Male,Najaf,Renewal Front
907,Candidate 0907,Female,Dhi Qar,Unity Alliance
908,Candidate 0908,Male,Karbala,People First
909,Candidate 0909,Male,Anbar,Unity Alliance
910,Candidate 0910,Male,Sulaymaniyah,People First
911,Candidate 0911,Male,Najaf,Unity Alliance
912,Candidate 0912,Female,Najaf,Renewal Front
913,Candidate 0913,Female,Anbar,Justice Bloc
914,Candidate 0914,Female,Anbar,Unity Alliance
915,Candidate 0915,Female,Sulaymaniyah,Justice Bloc
916,Candidate 0916,Male,Erbil,Renewal Front
917,Candidate 0917,Male,Nineveh,People First
918,Candidate 0918,Male,Karbala,People First
919,Candidate 0919,Male,Nineveh,People First
920,Candidate 0920,Male,Kirkuk,Justice Bloc
921,Candidate 0921,Female,Anbar,Progressive Movement
922,Candidate 0922,Female,Dhi Qar,Progressive Movement
923,Candidate 0923,Female,Kirkuk,Progressive Movement
924,Candidate 0924,Male,Najaf,People First
925,Candidate 0925,Male,Nineveh,People First
926,Candidate 0926,Female,Anbar,Unity Alliance
927,Candidate 0927,Female,Baghdad,Justice Bloc
